id,orders
Prague_2_2024-03-19,5676
Prague_2_2024-03-20,5667
Prague_2_2024-03-21,5738
Prague_2_2024-03-22,6882
Prague_2_2024-03-23,6415
Prague_2_2024-03-24,5893
Prague_2_2024-03-25,5676
Prague_2_2024-03-26,5574
Prague_2_2024-03-27,5578
Prague_2_2024-03-28,6061
Prague_2_2024-03-29,6188
Prague_2_2024-03-30,5688
Prague_2_2024-03-31,5015
Prague_2_2024-04-01,4732
Prague_2_2024-04-02,5705
Prague_2_2024-04-03,5699
Prague_2_2024-04-04,5893
Prague_2_2024-04-05,6979
Prague_2_2024-04-06,6478
Prague_2_2024-04-07,5935
Prague_2_2024-04-08,5813
Prague_2_2024-04-09,5797
Prague_2_2024-04-10,5815
Prague_2_2024-04-11,5984
Prague_2_2024-04-12,7006
Prague_2_2024-04-13,6566
Prague_2_2024-04-14,6012
Prague_2_2024-04-15,5863
Prague_2_2024-04-16,5818
Prague_2_2024-04-17,5825
Prague_2_2024-04-18,5943
Prague_2_2024-04-19,6935
Prague_2_2024-04-20,6479
Prague_2_2024-04-21,5967
Prague_2_2024-04-22,5832
Prague_2_2024-04-23,5739
Prague_2_2024-04-24,5742
Prague_2_2024-04-25,5816
Prague_2_2024-04-26,6817
Prague_2_2024-04-27,6291
Prague_2_2024-04-28,5846
Prague_2_2024-04-29,5778
Prague_2_2024-04-30,5881
Prague_2_2024-05-01,4761
Prague_2_2024-05-02,5787
Prague_2_2024-05-03,6891
Prague_2_2024-05-04,6355
Prague_2_2024-05-05,5861
Prague_2_2024-05-06,5777
Prague_2_2024-05-07,5905
Prague_2_2024-05-08,5573
Prague_2_2024-05-09,5788
Prague_2_2024-05-10,6877
Prague_2_2024-05-11,6385
Prague_2_2024-05-12,5937
Prague_2_2024-05-13,5783
Prague_2_2024-05-14,5735
Prague_2_2024-05-15,5702
Prague_3_2024-03-16,5779
Prague_3_2024-03-17,5308
Prague_3_2024-03-18,5150
Prague_3_2024-03-19,5042
Prague_3_2024-03-20,5007
Prague_3_2024-03-21,5120
Prague_3_2024-03-22,6052
Prague_3_2024-03-23,5735
Prague_3_2024-03-24,5297
Prague_3_2024-03-25,5150
Prague_3_2024-03-26,4915
Prague_3_2024-03-27,4955
Prague_3_2024-03-28,5521
Prague_3_2024-03-29,5759
Prague_3_2024-03-30,5353
Prague_3_2024-03-31,4841
Prague_3_2024-04-01,4491
Prague_3_2024-04-02,5088
Prague_3_2024-04-03,5062
Prague_3_2024-04-04,5258
Prague_3_2024-04-05,6164
Prague_3_2024-04-06,5774
Prague_3_2024-04-07,5226
Prague_3_2024-04-08,5112
Prague_3_2024-04-09,5102
Prague_3_2024-04-10,5104
Prague_3_2024-04-11,5282
Prague_3_2024-04-12,6139
Prague_3_2024-04-13,5831
Prague_3_2024-04-14,5353
Prague_3_2024-04-15,5230
Prague_3_2024-04-16,5134
Prague_3_2024-04-17,5139
Prague_3_2024-04-18,5268
Prague_3_2024-04-19,6187
Prague_3_2024-04-20,5841
Prague_3_2024-04-21,5371
Prague_3_2024-04-22,5252
Prague_3_2024-04-23,5136
Prague_3_2024-04-24,5132
Prague_3_2024-04-25,5211
Prague_3_2024-04-26,6121
Prague_3_2024-04-27,5744
Prague_3_2024-04-28,5318
Prague_3_2024-04-29,5214
Prague_3_2024-04-30,5281
Prague_3_2024-05-01,4474
Prague_3_2024-05-02,5091
Prague_3_2024-05-03,6128
Prague_3_2024-05-04,5649
Prague_3_2024-05-05,5135
Prague_3_2024-05-06,5068
Prague_3_2024-05-07,5297
Prague_3_2024-05-08,5064
Prague_3_2024-05-09,5073
Prague_3_2024-05-10,6112
Prague_3_2024-05-11,5704
Prague_3_2024-05-12,5239
Prague_3_2024-05-13,5172
Prague_3_2024-05-14,5081
Prague_3_2024-05-15,5074
