id,orders
Frankfurt_1_2024-04-19,1714
Frankfurt_1_2024-04-20,1786
Frankfurt_1_2024-04-22,1249
Frankfurt_1_2024-04-23,1444
Frankfurt_1_2024-04-24,1481
Frankfurt_1_2024-04-25,1446
Frankfurt_1_2024-04-26,1776
Frankfurt_1_2024-04-27,1894
Frankfurt_1_2024-04-29,1182
Frankfurt_1_2024-04-30,1450
Frankfurt_1_2024-05-02,1324
Frankfurt_1_2024-05-03,1546
Frankfurt_1_2024-05-04,1648
Frankfurt_1_2024-05-06,940
Frankfurt_1_2024-05-07,1314
Frankfurt_1_2024-05-08,1464
Frankfurt_1_2024-05-10,1820
Frankfurt_1_2024-05-11,1941
Frankfurt_1_2024-05-13,1389
Frankfurt_1_2024-05-14,1449
Frankfurt_1_2024-05-15,1487
Munich_1_2024-03-16,5264
Munich_1_2024-03-18,4672
Munich_1_2024-03-19,4786
Munich_1_2024-03-20,4666
Munich_1_2024-03-21,4673
Munich_1_2024-03-22,5284
Munich_1_2024-03-23,5474
Munich_1_2024-03-25,4896
Munich_1_2024-03-26,4952
Munich_1_2024-03-27,4926
Munich_1_2024-03-28,5333
Munich_1_2024-03-30,5780
Munich_1_2024-04-02,3718
Munich_1_2024-04-03,3704
Munich_1_2024-04-04,4242
Munich_1_2024-04-05,4584
Munich_1_2024-04-06,3314
Munich_1_2024-04-08,3474
Munich_1_2024-04-09,3848
Munich_1_2024-04-10,4098
Munich_1_2024-04-11,4417
Munich_1_2024-04-12,5104
Munich_1_2024-04-13,5482
Munich_1_2024-04-15,4100
Munich_1_2024-04-16,4504
Munich_1_2024-04-17,4450
Munich_1_2024-04-18,4370
Munich_1_2024-04-19,5248
Munich_1_2024-04-20,5313
Munich_1_2024-04-22,4396
Munich_1_2024-04-23,4624
Munich_1_2024-04-24,4624
Munich_1_2024-04-25,4529
Munich_1_2024-04-26,5118
Munich_1_2024-04-27,5338
Munich_1_2024-04-29,4118
Munich_1_2024-04-30,4530
Munich_1_2024-05-02,3934
Munich_1_2024-05-03,4632
Munich_1_2024-05-04,4558
Munich_1_2024-05-06,3594
Munich_1_2024-05-07,4074
Munich_1_2024-05-08,4313
Munich_1_2024-05-10,5058
Munich_1_2024-05-11,5190
Munich_1_2024-05-13,4350
Munich_1_2024-05-14,4301
Munich_1_2024-05-15,4228
Prague_1_2024-03-16,9794
Prague_1_2024-03-17,9899
Prague_1_2024-03-18,9571
Prague_1_2024-03-19,9382
Prague_1_2024-03-20,9298
Prague_1_2024-03-21,9454
Prague_1_2024-03-22,10784
Prague_1_2024-03-23,9847
Prague_1_2024-03-24,9604
Prague_1_2024-03-25,9256
Prague_1_2024-03-26,9015
Prague_1_2024-03-27,9128
Prague_1_2024-03-28,9978
Prague_1_2024-03-29,10156
Prague_1_2024-03-30,9400
Prague_1_2024-03-31,9020
Prague_1_2024-04-01,7943
Prague_1_2024-04-02,8696
Prague_1_2024-04-03,8877
Prague_1_2024-04-04,9373
Prague_1_2024-04-05,10916
Prague_1_2024-04-06,9046
Prague_1_2024-04-07,8876
Prague_1_2024-04-08,8566
Prague_1_2024-04-09,8680
Prague_1_2024-04-10,8859
Prague_1_2024-04-11,9496
Prague_1_2024-04-12,11033
Prague_1_2024-04-13,10106
Prague_1_2024-04-14,9492
Prague_1_2024-04-15,9246
Prague_1_2024-04-16,9266
Prague_1_2024-04-17,9271
Prague_1_2024-04-18,9552
Prague_1_2024-04-19,10968
Prague_1_2024-04-20,9659
Prague_1_2024-04-21,9414
Prague_1_2024-04-22,9418
Prague_1_2024-04-23,9342
Prague_1_2024-04-24,9376
Prague_1_2024-04-25,9563
Prague_1_2024-04-26,10868
Prague_1_2024-04-27,9655
Prague_1_2024-04-28,9199
Prague_1_2024-04-29,9227
Prague_1_2024-04-30,9472
Prague_1_2024-05-01,8688
Prague_1_2024-05-02,8932
Prague_1_2024-05-03,10522
Prague_1_2024-05-04,9186
Prague_1_2024-05-05,8999
Prague_1_2024-05-06,8902
Prague_1_2024-05-07,9373
Prague_1_2024-05-08,10000
Prague_1_2024-05-09,9502
Prague_1_2024-05-10,10922
Prague_1_2024-05-11,9798
Prague_1_2024-05-12,9547
Prague_1_2024-05-13,9646
Prague_1_2024-05-14,9380
Prague_1_2024-05-15,9406
Prague_2_2024-03-16,6266
Prague_2_2024-03-17,6120
Prague_2_2024-03-18,5703
Prague_2_2024-03-19,5750
Prague_2_2024-03-20,5664
Prague_2_2024-03-21,5730
Prague_2_2024-03-22,6768
Prague_2_2024-03-23,6262
Prague_2_2024-03-24,5890
Prague_2_2024-03-25,5619
Prague_2_2024-03-26,5610
Prague_2_2024-03-27,5528
Prague_2_2024-03-28,6088
Prague_2_2024-03-29,6738
Prague_2_2024-03-30,6362
Prague_2_2024-03-31,5762
Prague_2_2024-04-01,5660
Prague_2_2024-04-02,5058
Prague_2_2024-04-03,5459
Prague_2_2024-04-04,5704
Prague_2_2024-04-05,6812
Prague_2_2024-04-06,5407
Prague_2_2024-04-07,5286
Prague_2_2024-04-08,4926
Prague_2_2024-04-09,5158
Prague_2_2024-04-10,5333
Prague_2_2024-04-11,5632
Prague_2_2024-04-12,6886
Prague_2_2024-04-13,6429
Prague_2_2024-04-14,5880
Prague_2_2024-04-15,5530
Prague_2_2024-04-16,5755
Prague_2_2024-04-17,5725
Prague_2_2024-04-18,5869
Prague_2_2024-04-19,6988
Prague_2_2024-04-20,6276
Prague_2_2024-04-21,5854
Prague_2_2024-04-22,5727
Prague_2_2024-04-23,5848
Prague_2_2024-04-24,5884
Prague_2_2024-04-25,5926
Prague_2_2024-04-26,6953
Prague_2_2024-04-27,6330
Prague_2_2024-04-28,5717
Prague_2_2024-04-29,5520
Prague_2_2024-04-30,5881
Prague_2_2024-05-01,5330
Prague_2_2024-05-02,5414
Prague_2_2024-05-03,6787
Prague_2_2024-05-04,6054
Prague_2_2024-05-05,5729
Prague_2_2024-05-06,5422
Prague_2_2024-05-07,5942
Prague_2_2024-05-08,6766
Prague_2_2024-05-09,5909
Prague_2_2024-05-10,7038
Prague_2_2024-05-11,6392
Prague_2_2024-05-12,6025
Prague_2_2024-05-13,5934
Prague_2_2024-05-14,5912
Prague_2_2024-05-15,5928
Prague_3_2024-03-16,5624
Prague_3_2024-03-17,5526
Prague_3_2024-03-18,5280
Prague_3_2024-03-19,5275
Prague_3_2024-03-20,5202
Prague_3_2024-03-21,5194
Prague_3_2024-03-22,6084
Prague_3_2024-03-23,5654
Prague_3_2024-03-24,5337
Prague_3_2024-03-25,5222
Prague_3_2024-03-26,5172
Prague_3_2024-03-27,5165
Prague_3_2024-03-28,5603
Prague_3_2024-03-29,6026
Prague_3_2024-03-30,5760
Prague_3_2024-03-31,5270
Prague_3_2024-04-01,5004
Prague_3_2024-04-02,4864
Prague_3_2024-04-03,4994
Prague_3_2024-04-04,5182
Prague_3_2024-04-05,6174
Prague_3_2024-04-06,4794
Prague_3_2024-04-07,4742
Prague_3_2024-04-08,4470
Prague_3_2024-04-09,4644
Prague_3_2024-04-10,4872
Prague_3_2024-04-11,5092
Prague_3_2024-04-12,6215
Prague_3_2024-04-13,5814
Prague_3_2024-04-14,5270
Prague_3_2024-04-15,5142
Prague_3_2024-04-16,5284
Prague_3_2024-04-17,5270
Prague_3_2024-04-18,5348
Prague_3_2024-04-19,6375
Prague_3_2024-04-20,5726
Prague_3_2024-04-21,5311
Prague_3_2024-04-22,5372
Prague_3_2024-04-23,5404
Prague_3_2024-04-24,5462
Prague_3_2024-04-25,5492
Prague_3_2024-04-26,6386
Prague_3_2024-04-27,5836
Prague_3_2024-04-28,5215
Prague_3_2024-04-29,5202
Prague_3_2024-04-30,5554
Prague_3_2024-05-01,4888
Prague_3_2024-05-02,5160
Prague_3_2024-05-03,6214
Prague_3_2024-05-04,5520
Prague_3_2024-05-05,5166
Prague_3_2024-05-06,5010
Prague_3_2024-05-07,5501
Prague_3_2024-05-08,6104
Prague_3_2024-05-09,5564
Prague_3_2024-05-10,6446
Prague_3_2024-05-11,5840
Prague_3_2024-05-12,5435
Prague_3_2024-05-13,5524
Prague_3_2024-05-14,5462
Prague_3_2024-05-15,5523
