id,orders
Budapest_1_2024-04-12,6923
Budapest_1_2024-04-13,6618
Budapest_1_2024-04-14,5210
Budapest_1_2024-04-15,4041
Budapest_1_2024-04-16,5747
Budapest_1_2024-04-17,5329
Budapest_1_2024-04-18,5807
Budapest_1_2024-04-19,6890
Budapest_1_2024-04-20,6402
Budapest_1_2024-04-21,5328
Budapest_1_2024-04-22,5371
Budapest_1_2024-04-23,5820
Budapest_1_2024-04-24,6074
Budapest_1_2024-04-25,6204
Budapest_1_2024-04-26,7153
Budapest_1_2024-04-27,6732
Budapest_1_2024-04-28,5003
Budapest_1_2024-04-29,4842
Budapest_1_2024-04-30,5872
Budapest_1_2024-05-02,6376
Budapest_1_2024-05-03,7291
Budapest_1_2024-05-04,6764
Budapest_1_2024-05-05,5721
Budapest_1_2024-05-06,5467
Budapest_1_2024-05-07,6339
Budapest_1_2024-05-08,6271
Budapest_1_2024-05-09,6509
Budapest_1_2024-05-10,7338
Budapest_1_2024-05-11,6904
Budapest_1_2024-05-12,6042
Budapest_1_2024-05-13,6251
Budapest_1_2024-05-14,6331
Budapest_1_2024-05-15,6319
Frankfurt_1_2024-03-16,884
Frankfurt_1_2024-03-18,800
Frankfurt_1_2024-03-19,764
Frankfurt_1_2024-03-20,676
Frankfurt_1_2024-03-21,659
Frankfurt_1_2024-03-22,974
Frankfurt_1_2024-03-23,1104
Frankfurt_1_2024-03-25,955
Frankfurt_1_2024-03-26,866
Frankfurt_1_2024-03-27,803
Frankfurt_1_2024-03-28,1179
Frankfurt_1_2024-03-30,1250
Frankfurt_1_2024-04-02,724
Frankfurt_1_2024-04-03,380
Frankfurt_1_2024-04-04,523
Frankfurt_1_2024-04-05,552
Frankfurt_1_2024-04-06,663
Frankfurt_1_2024-04-08,718
Frankfurt_1_2024-04-09,629
Frankfurt_1_2024-04-10,687
Frankfurt_1_2024-04-11,745
Frankfurt_1_2024-04-12,944
Frankfurt_1_2024-04-13,1156
Frankfurt_1_2024-04-15,754
Frankfurt_1_2024-04-16,828
Frankfurt_1_2024-04-17,622
Frankfurt_1_2024-04-18,694
Frankfurt_1_2024-04-19,1065
Frankfurt_1_2024-04-20,1222
Frankfurt_1_2024-04-22,778
Frankfurt_1_2024-04-23,916
Frankfurt_1_2024-04-24,931
Frankfurt_1_2024-04-25,886
Frankfurt_1_2024-04-26,1168
Frankfurt_1_2024-04-27,1375
Frankfurt_1_2024-04-29,859
Frankfurt_1_2024-04-30,909
Frankfurt_1_2024-05-02,854
Frankfurt_1_2024-05-03,990
Frankfurt_1_2024-05-04,1105
Frankfurt_1_2024-05-06,560
Frankfurt_1_2024-05-07,869
Frankfurt_1_2024-05-08,810
Frankfurt_1_2024-05-10,1136
Frankfurt_1_2024-05-11,1344
Frankfurt_1_2024-05-13,928
Frankfurt_1_2024-05-14,861
Frankfurt_1_2024-05-15,862
Munich_1_2024-03-16,5189
Munich_1_2024-03-18,5133
Munich_1_2024-03-19,5272
Munich_1_2024-03-20,5119
Munich_1_2024-03-21,5148
Munich_1_2024-03-22,5504
Munich_1_2024-03-23,5490
Munich_1_2024-03-25,5284
Munich_1_2024-03-26,5330
Munich_1_2024-03-27,5284
Munich_1_2024-03-28,5393
Munich_1_2024-03-30,5814
Munich_1_2024-04-02,4560
Munich_1_2024-04-03,4297
Munich_1_2024-04-04,4569
Munich_1_2024-04-05,4312
Munich_1_2024-04-06,2955
Munich_1_2024-04-08,3672
Munich_1_2024-04-09,3938
Munich_1_2024-04-10,4279
Munich_1_2024-04-11,4675
Munich_1_2024-04-12,5141
Munich_1_2024-04-13,5380
Munich_1_2024-04-15,4421
Munich_1_2024-04-16,4862
Munich_1_2024-04-17,4698
Munich_1_2024-04-18,4665
Munich_1_2024-04-19,5409
Munich_1_2024-04-20,5194
Munich_1_2024-04-22,4721
Munich_1_2024-04-23,4972
Munich_1_2024-04-24,4913
Munich_1_2024-04-25,4843
Munich_1_2024-04-26,5235
Munich_1_2024-04-27,5274
Munich_1_2024-04-29,4476
Munich_1_2024-04-30,4796
Munich_1_2024-05-02,4418
Munich_1_2024-05-03,4805
Munich_1_2024-05-04,4323
Munich_1_2024-05-06,3786
Munich_1_2024-05-07,4528
Munich_1_2024-05-08,4637
Munich_1_2024-05-10,5148
Munich_1_2024-05-11,5168
Munich_1_2024-05-13,4724
Munich_1_2024-05-14,4662
Munich_1_2024-05-15,4481
Prague_1_2024-03-16,9540
Prague_1_2024-03-17,10008
Prague_1_2024-03-18,9619
Prague_1_2024-03-19,9347
Prague_1_2024-03-20,9219
Prague_1_2024-03-21,9434
Prague_1_2024-03-22,10706
Prague_1_2024-03-23,9706
Prague_1_2024-03-24,9724
Prague_1_2024-03-25,9362
Prague_1_2024-03-26,9000
Prague_1_2024-03-27,9059
Prague_1_2024-03-28,10132
Prague_1_2024-03-29,10232
Prague_1_2024-03-30,9129
Prague_1_2024-03-31,8898
Prague_1_2024-04-01,7791
Prague_1_2024-04-02,9233
Prague_1_2024-04-03,8935
Prague_1_2024-04-04,9443
Prague_1_2024-04-05,10724
Prague_1_2024-04-06,9085
Prague_1_2024-04-07,9230
Prague_1_2024-04-08,8606
Prague_1_2024-04-09,8543
Prague_1_2024-04-10,8748
Prague_1_2024-04-11,9604
Prague_1_2024-04-12,11046
Prague_1_2024-04-13,10037
Prague_1_2024-04-14,9604
Prague_1_2024-04-15,9267
Prague_1_2024-04-16,9210
Prague_1_2024-04-17,9122
Prague_1_2024-04-18,9612
Prague_1_2024-04-19,11025
Prague_1_2024-04-20,9595
Prague_1_2024-04-21,9563
Prague_1_2024-04-22,9503
Prague_1_2024-04-23,9372
Prague_1_2024-04-24,9318
Prague_1_2024-04-25,9568
Prague_1_2024-04-26,10921
Prague_1_2024-04-27,9659
Prague_1_2024-04-28,9390
Prague_1_2024-04-29,9309
Prague_1_2024-04-30,9433
Prague_1_2024-05-01,8936
Prague_1_2024-05-02,9305
Prague_1_2024-05-03,10587
Prague_1_2024-05-04,9149
Prague_1_2024-05-05,9112
Prague_1_2024-05-06,8988
Prague_1_2024-05-07,9510
Prague_1_2024-05-08,9841
Prague_1_2024-05-09,9726
Prague_1_2024-05-10,10927
Prague_1_2024-05-11,9881
Prague_1_2024-05-12,9727
Prague_1_2024-05-13,9770
Prague_1_2024-05-14,9329
Prague_1_2024-05-15,9307
Prague_2_2024-03-16,5752
Prague_2_2024-03-17,5752
Prague_2_2024-03-18,5270
Prague_2_2024-03-19,5182
Prague_2_2024-03-20,5062
Prague_2_2024-03-21,5188
Prague_2_2024-03-22,6432
Prague_2_2024-03-23,5856
Prague_2_2024-03-24,5507
Prague_2_2024-03-25,5143
Prague_2_2024-03-26,5046
Prague_2_2024-03-27,4977
Prague_2_2024-03-28,5508
Prague_2_2024-03-29,6574
Prague_2_2024-03-30,5957
Prague_2_2024-03-31,5201
Prague_2_2024-04-01,5594
Prague_2_2024-04-02,5070
Prague_2_2024-04-03,5337
Prague_2_2024-04-04,5499
Prague_2_2024-04-05,6499
Prague_2_2024-04-06,5254
Prague_2_2024-04-07,5344
Prague_2_2024-04-08,4632
Prague_2_2024-04-09,4665
Prague_2_2024-04-10,4811
Prague_2_2024-04-11,5145
Prague_2_2024-04-12,6576
Prague_2_2024-04-13,6010
Prague_2_2024-04-14,5592
Prague_2_2024-04-15,5141
Prague_2_2024-04-16,5239
Prague_2_2024-04-17,5095
Prague_2_2024-04-18,5371
Prague_2_2024-04-19,6730
Prague_2_2024-04-20,5905
Prague_2_2024-04-21,5518
Prague_2_2024-04-22,5355
Prague_2_2024-04-23,5404
Prague_2_2024-04-24,5386
Prague_2_2024-04-25,5405
Prague_2_2024-04-26,6722
Prague_2_2024-04-27,6036
Prague_2_2024-04-28,5457
Prague_2_2024-04-29,5164
Prague_2_2024-04-30,5227
Prague_2_2024-05-01,4912
Prague_2_2024-05-02,5165
Prague_2_2024-05-03,6757
Prague_2_2024-05-04,5945
Prague_2_2024-05-05,5570
Prague_2_2024-05-06,5171
Prague_2_2024-05-07,5599
Prague_2_2024-05-08,6154
Prague_2_2024-05-09,5477
Prague_2_2024-05-10,6834
Prague_2_2024-05-11,6136
Prague_2_2024-05-12,5743
Prague_2_2024-05-13,5588
Prague_2_2024-05-14,5400
Prague_2_2024-05-15,5376
Prague_3_2024-03-16,5195
Prague_3_2024-03-17,5229
Prague_3_2024-03-18,4871
Prague_3_2024-03-19,4804
Prague_3_2024-03-20,4720
Prague_3_2024-03-21,4726
Prague_3_2024-03-22,5844
Prague_3_2024-03-23,5333
Prague_3_2024-03-24,5047
Prague_3_2024-03-25,4819
Prague_3_2024-03-26,4734
Prague_3_2024-03-27,4743
Prague_3_2024-03-28,5052
Prague_3_2024-03-29,5948
Prague_3_2024-03-30,5409
Prague_3_2024-03-31,4895
Prague_3_2024-04-01,4751
Prague_3_2024-04-02,4776
Prague_3_2024-04-03,4810
Prague_3_2024-04-04,4852
Prague_3_2024-04-05,5779
Prague_3_2024-04-06,4501
Prague_3_2024-04-07,4800
Prague_3_2024-04-08,4177
Prague_3_2024-04-09,4211
Prague_3_2024-04-10,4459
Prague_3_2024-04-11,4677
Prague_3_2024-04-12,6015
Prague_3_2024-04-13,5489
Prague_3_2024-04-14,5043
Prague_3_2024-04-15,4796
Prague_3_2024-04-16,4860
Prague_3_2024-04-17,4750
Prague_3_2024-04-18,4932
Prague_3_2024-04-19,6209
Prague_3_2024-04-20,5422
Prague_3_2024-04-21,5068
Prague_3_2024-04-22,5040
Prague_3_2024-04-23,5038
Prague_3_2024-04-24,5048
Prague_3_2024-04-25,5084
Prague_3_2024-04-26,6222
Prague_3_2024-04-27,5572
Prague_3_2024-04-28,5051
Prague_3_2024-04-29,4896
Prague_3_2024-04-30,5075
Prague_3_2024-05-01,4538
Prague_3_2024-05-02,4932
Prague_3_2024-05-03,6133
Prague_3_2024-05-04,5314
Prague_3_2024-05-05,4959
Prague_3_2024-05-06,4661
Prague_3_2024-05-07,5119
Prague_3_2024-05-08,5523
Prague_3_2024-05-09,5091
Prague_3_2024-05-10,6300
Prague_3_2024-05-11,5610
Prague_3_2024-05-12,5197
Prague_3_2024-05-13,5188
Prague_3_2024-05-14,5033
Prague_3_2024-05-15,5080
